model_conditions,model_usage,covariate,Deriv,type1,type2,stat,year,prop,soil,depth_int,depth,top_depth,bot_depth
0,0,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,K_0_5,K,0_5,0-5,0,5
0,4,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,K_15_30,K,15_30,15-30,15,30
0,6,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,K_30_60,K,30_60,30-60,30,60
0,0,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,Mg_0_5,Mg,0_5,0-5,0,5
0,0,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,Mg_5_15,Mg,5_15,`5-15,5,15
0,0,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,pH_5_15,pH,5_15,`5-15,5,15
0,0,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,pH_60_100,pH,60_100,60-100,60,100
0,0,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,silt_15_30,silt,15_30,15-30,15,30
0,0,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,3,SWI_3m,Terrain,saga wetness index,wetness indices,,2006-2009,Total N_0_5,Total N,0_5,0-5,0,5
0,0,tpi_1010m,Terrain,topographic position index,local relief,,2006-2009,Ca_150_200,Ca,150_200,150-200,150,200
0,0,tpi_1010m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_1010m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
16,23,tpi_1010m,Terrain,topographic position index,local relief,,2006-2009,Mg_100_150,Mg,100_150,100-150,100,150
0,0,tpi_1010m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,tpi_1010m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_1010m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,tpi_1010m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_1010m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_1010m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_1010m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
19,19,tpi_105m,Terrain,topographic position index,local relief,,2006-2009,cf_15_30,cf,15_30,15-30,15,30
0,0,tpi_105m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
10,0,tpi_105m,Terrain,topographic position index,local relief,,2006-2009,clay_15_30,clay,15_30,15-30,15,30
0,0,tpi_105m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,tpi_105m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,tpi_105m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_105m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,tpi_105m,Terrain,topographic position index,local relief,,2006-2009,sand_60_100,sand,60_100,60-100,60,100
0,0,tpi_105m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_105m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_105m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_105m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,10,tpi_105m,Terrain,topographic position index,local relief,,2006-2009,TOC_0_5,TOC,0_5,0-5,0,5
10,28,tpi_105m,Terrain,topographic position index,local relief,,2006-2009,Total N_5_15,Total N,5_15,`5-15,5,15
0,0,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,buf_pH_15_30,buf_pH,15_30,15-30,15,30
0,0,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,buf_pH_30_60,buf_pH,30_60,30-60,30,60
0,0,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,buf_pH_60_100,buf_pH,60_100,60-100,60,100
0,5,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,Ca_0_5,Ca,0_5,0-5,0,5
0,0,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,Ca_150_200,Ca,150_200,150-200,150,200
0,0,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,CCE_5_15,CCE,5_15,`5-15,5,15
0,0,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,5,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,K_0_5,K,0_5,0-5,0,5
0,5,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,K_15_30,K,15_30,15-30,15,30
0,4,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,K_5_15,K,5_15,`5-15,5,15
0,0,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,Mg_5_15,Mg,5_15,`5-15,5,15
0,0,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,pH_100_150,pH,100_150,100-150,100,150
0,0,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,15,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,sand_100_150,sand,100_150,100-150,100,150
0,0,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_1110m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,73,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,buf_pH_60_100,buf_pH,60_100,60-100,60,100
0,15,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,CEC_15_30,CEC,15_30,15-30,15,30
0,23,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,CEC_5_15,CEC,5_15,`5-15,5,15
0,0,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,P_Olsen_0_5,Olsen P,0_5,0-5,0,5
0,0,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,5,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,sand_5_15,sand,5_15,`5-15,5,15
0,0,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,sand_60_100,sand,60_100,60-100,60,100
0,0,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,20,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,TOC_0_5,TOC,0_5,0-5,0,5
0,14,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,TOC_15_30,TOC,15_30,15-30,15,30
0,13,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,TOC_5_15,TOC,5_15,`5-15,5,15
0,5,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,Total N_0_5,Total N,0_5,0-5,0,5
5,21,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,Total N_15_30,Total N,15_30,15-30,15,30
0,15,tpi_111m,Terrain,topographic position index,local relief,,2006-2009,Total N_5_15,Total N,5_15,`5-15,5,15
0,10,tpi_117m,Terrain,topographic position index,local relief,,2006-2009,CEC_15_30,CEC,15_30,15-30,15,30
0,0,tpi_117m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_117m,Terrain,topographic position index,local relief,,2006-2009,clay_15_30,clay,15_30,15-30,15,30
0,0,tpi_117m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,tpi_117m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,tpi_117m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_117m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,tpi_117m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_117m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_117m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_117m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,20,tpi_117m,Terrain,topographic position index,local relief,,2006-2009,TOC_0_5,TOC,0_5,0-5,0,5
0,3,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,cf_15_30,cf,15_30,15-30,15,30
0,0,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
10,2,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,K_0_5,K,0_5,0-5,0,5
5,1,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,K_15_30,K,15_30,15-30,15,30
15,12,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,K_5_15,K,5_15,`5-15,5,15
0,0,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
1,6,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,P_Bray_100_150,Bray P,100_150,100-150,100,150
0,0,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
19,5,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,sand_0_5,sand,0_5,0-5,0,5
0,0,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
5,9,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,sand_5_15,sand,5_15,`5-15,5,15
0,0,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,50,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,TOC_100_150,TOC,100_150,100-150,100,150
0,10,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,TOC_5_15,TOC,5_15,`5-15,5,15
5,15,tpi_123m,Terrain,topographic position index,local relief,,2006-2009,Total N_0_5,Total N,0_5,0-5,0,5
0,0,tpi_1290m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_1290m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,tpi_1290m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,tpi_1290m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_1290m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,tpi_1290m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_1290m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_1290m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_1290m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,tpi_1290m,Terrain,topographic position index,local relief,,2006-2009,TOC_0_5,TOC,0_5,0-5,0,5
0,0,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,buf_pH_60_100,buf_pH,60_100,60-100,60,100
0,5,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,Ca_0_5,Ca,0_5,0-5,0,5
0,1,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,CEC_0_5,CEC,0_5,0-5,0,5
0,0,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,clay_0_5,clay,0_5,0-5,0,5
0,0,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,clay_60_100,clay,60_100,60-100,60,100
0,0,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,K_100_150,K,100_150,100-150,100,150
0,0,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,K_5_15,K,5_15,`5-15,5,15
0,3,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,Mg_0_5,Mg,0_5,0-5,0,5
0,0,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,50,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,P_Bray_150_200,Bray P,150_200,150-200,150,200
0,13,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,P_Olsen_0_5,Olsen P,0_5,0-5,0,5
0,9,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,P_Olsen_15_30,Olsen P,15_30,15-30,15,30
0,0,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,10,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,sand_30_60,sand,30_60,30-60,30,60
0,0,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,silt_60_100,silt,60_100,60-100,60,100
0,0,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,14,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,TOC_15_30,TOC,15_30,15-30,15,30
0,0,tpi_130m,Terrain,topographic position index,local relief,,2006-2009,Total N_30_60,Total N,30_60,30-60,30,60
0,0,tpi_1470m,Terrain,topographic position index,local relief,,2006-2009,Ca_15_30,Ca,15_30,15-30,15,30
0,3,tpi_1470m,Terrain,topographic position index,local relief,,2006-2009,CCE_5_15,CCE,5_15,`5-15,5,15
0,3,tpi_1470m,Terrain,topographic position index,local relief,,2006-2009,CEC_100_150,CEC,100_150,100-150,100,150
0,0,tpi_1470m,Terrain,topographic position index,local relief,,2006-2009,cf_60_100,cf,60_100,60-100,60,100
0,0,tpi_1470m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_1470m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,tpi_1470m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,tpi_1470m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_1470m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,tpi_1470m,Terrain,topographic position index,local relief,,2006-2009,sand_5_15,sand,5_15,`5-15,5,15
0,0,tpi_1470m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_1470m,Terrain,topographic position index,local relief,,2006-2009,silt_5_15,silt,5_15,`5-15,5,15
0,0,tpi_1470m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_1470m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_1470m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,buf_pH_60_100,buf_pH,60_100,60-100,60,100
0,5,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Ca_0_5,Ca,0_5,0-5,0,5
0,16,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Ca_15_30,Ca,15_30,15-30,15,30
0,0,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Ca_60_100,Ca,60_100,60-100,60,100
10,13,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,CEC_0_5,CEC,0_5,0-5,0,5
5,25,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,CEC_15_30,CEC,15_30,15-30,15,30
24,28,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,CEC_5_15,CEC,5_15,`5-15,5,15
0,0,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,CEC_60_100,CEC,60_100,60-100,60,100
0,0,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,clay_15_30,clay,15_30,15-30,15,30
0,0,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,15,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,K_0_5,K,0_5,0-5,0,5
0,0,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,K_100_150,K,100_150,100-150,100,150
15,12,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,K_15_30,K,15_30,15-30,15,30
10,5,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,K_5_15,K,5_15,`5-15,5,15
0,4,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,K_60_100,K,60_100,60-100,60,100
0,5,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Mg_100_150,Mg,100_150,100-150,100,150
0,14,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Mg_5_15,Mg,5_15,`5-15,5,15
0,0,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,1,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,pH_60_100,pH,60_100,60-100,60,100
0,8,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,sand_100_150,sand,100_150,100-150,100,150
0,0,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,10,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,sand_5_15,sand,5_15,`5-15,5,15
0,20,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,sand_60_100,sand,60_100,60-100,60,100
0,20,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,silt_15_30,silt,15_30,15-30,15,30
0,0,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,silt_60_100,silt,60_100,60-100,60,100
40,100,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Stock_0_5,Cstock,0_5,0-5,0,5
0,0,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,100,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Stock_15_30,Cstock,15_30,15-30,15,30
0,0,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Stock_30_60,Cstock,30_60,30-60,30,60
0,100,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Stock_5_15,Cstock,5_15,`5-15,5,15
0,0,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,10,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,TOC_0_5,TOC,0_5,0-5,0,5
11,54,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,TOC_15_30,TOC,15_30,15-30,15,30
0,5,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,TOC_30_60,TOC,30_60,30-60,30,60
5,40,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,TOC_5_15,TOC,5_15,`5-15,5,15
0,15,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Total N_0_5,Total N,0_5,0-5,0,5
0,22,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Total N_15_30,Total N,15_30,15-30,15,30
0,9,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Total N_30_60,Total N,30_60,30-60,30,60
0,15,tpi_150m,Terrain,topographic position index,local relief,,2006-2009,Total N_5_15,Total N,5_15,`5-15,5,15
0,23,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,buf_pH_30_60,buf_pH,30_60,30-60,30,60
0,0,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,buf_pH_60_100,buf_pH,60_100,60-100,60,100
15,33,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,CCE_100_150,CCE,100_150,100-150,100,150
0,1,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,CCE_15_30,CCE,15_30,15-30,15,30
0,15,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,CCE_30_60,CCE,30_60,30-60,30,60
0,2,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,CCE_60_100,CCE,60_100,60-100,60,100
0,10,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,CEC_15_30,CEC,15_30,15-30,15,30
0,5,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,CEC_5_15,CEC,5_15,`5-15,5,15
0,48,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,cf_100_150,cf,100_150,100-150,100,150
0,0,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,cf_30_60,cf,30_60,30-60,30,60
0,14,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,cf_60_100,cf,60_100,60-100,60,100
0,0,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,clay_0_5,clay,0_5,0-5,0,5
0,0,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,6,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,clay_30_60,clay,30_60,30-60,30,60
0,0,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,5,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,Mg_100_150,Mg,100_150,100-150,100,150
3,58,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,Mg_60_100,Mg,60_100,60-100,60,100
0,0,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,13,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,P_Bray_100_150,Bray P,100_150,100-150,100,150
0,7,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,P_Olsen_30_60,Olsen P,30_60,30-60,30,60
0,0,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,3,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,sand_30_60,sand,30_60,30-60,30,60
0,5,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,sand_5_15,sand,5_15,`5-15,5,15
0,0,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,silt_5_15,silt,5_15,`5-15,5,15
0,0,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,3,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,Total N_0_5,Total N,0_5,0-5,0,5
0,0,tpi_15m,Terrain,topographic position index,local relief,,2006-2009,Total N_150_200,Total N,150_200,150-200,150,200
0,0,tpi_1650m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_1650m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,tpi_1650m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,tpi_1650m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_1650m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,tpi_1650m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_1650m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
